"","PFCF.ratio","PB.ratio","PTB.ratio","EV.to.Sales","Enterprise.Value.over.EBITDA","EV.to.Operating.cash.flow","EV.to.Free.cash.flow","Earnings.Yield","Free.Cash.Flow.Yield","Debt.to.Equity","Inventory.Turnover","ROE","Capex.per.Share","Gross.Profit.Growth","EBIT.Growth","Operating.Income.Growth","Net.Income.Growth","EPS.Growth","EPS.Diluted.Growth","Weighted.Average.Shares.Growth","Weighted.Average.Shares.Diluted.Growth","Dividends.per.Share.Growth","Operating.Cash.Flow.growth","Free.Cash.Flow.growth","X10Y.Revenue.Growth..per.Share.","X5Y.Revenue.Growth..per.Share.","X3Y.Revenue.Growth..per.Share.","X10Y.Operating.CF.Growth..per.Share.","X5Y.Operating.CF.Growth..per.Share.","X3Y.Operating.CF.Growth..per.Share.","X10Y.Net.Income.Growth..per.Share.","X5Y.Net.Income.Growth..per.Share.","X3Y.Net.Income.Growth..per.Share.","X10Y.Shareholders.Equity.Growth..per.Share.","X5Y.Shareholders.Equity.Growth..per.Share.","X3Y.Shareholders.Equity.Growth..per.Share.","X10Y.Dividend.per.Share.Growth..per.Share.","X5Y.Dividend.per.Share.Growth..per.Share.","X3Y.Dividend.per.Share.Growth..per.Share.","Receivables.growth","Inventory.Growth","Asset.Growth","Book.Value.per.Share.Growth","Debt.Growth","R.D.Expense.Growth","X2015.PRICE.VAR...."
"854",0,0,0,0,0.9813,1.2292,1.2138,-0.4914,0,0.2589,0,-1.2972,0,0,-0.5709,-0.5613,-0.4986,0.5825,0.5825,0,0,0,-0.4589,-0.4771,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,-0.1603,-0.8106,-0.1214,0.9618,-91.2684465844477
"534",0,0,0,5.1631,0,-8.3083,-7.8986,-0.2758,-0.1571,-2.2307,5.0869,1.5749,-0.0306,0.5722,-0.1192,-0.0217,-0.2166,0.0833,0.0833,0.3127,0.3127,0,-6e-04,-0.0348,0.1358,-0.3039,-0.1023,0,0,0,0,0,0,0,0,0,0,0,0,0.5168,-0.0544,-0.4076,-64.5,-0.011,0.4271,38.888892568188
"1972",25.1417,2.4539,2.4539,3.4843,11.3825,14.9854,18.4235,0.0408,0.0398,0.5394,0,0.0998,-0.5599,0.0612,0.4844,0.7064,1.3091,1.2558,1.2857,0.0014,NA,0.5,0.1187,0.3235,-0.0339,0.0097,0.0172,0.0355,0.1099,0.171,0,0,0,0.0349,-0.0067,0.0081,0.0022,0.2251,0.7018,0.3462,0,-0.0501,0.0136,-0.1685,0,-32.6111452220508
"2726",8.8415,1.2474,1.2662,3.7218,10.7143,6.7628,7.0619,0.0729,0.1131,2.8473,0,0.0899,-0.062,0.0582,0.0874,0.0874,0.171,0.0713,0.0631,0.0364,NA,0,2.119,1.8705,0.0645,-0.1444,-0.189,0.0171,-0.1375,-0.1588,0.0473,0,0.1952,0.0406,0.0926,0.0303,0,0,0,0.0236,0,0.214,0.1795,1.2994,0,31.4076524762589
"618",0,2.2561,2.2561,69.6166,0,-18.669,-17.1411,-0.3641,-0.0547,0,5.8037,-0.8243,-0.1857,0.63,-0.2435,-0.2435,-0.0428,0.0401,0.0401,0.0862,0.0862,0,-0.4084,-0.3588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2638,0.8214,-0.376,-0.4755,0,0.1605,1.63636641068892
"43",18.2126,5.5159,0,2.0269,10.8532,17.7149,23.064,0.0603,0.0559,1.7755,4.7536,0.3384,-0.7786,-0.0103,-0.0456,-0.0471,-0.0345,0.0291,0.0331,-0.0621,-0.0664,0.0667,0.2687,0.2333,NA,0.0848,0.1239,NA,0.2082,0.2444,NA,0.2888,0.2891,NA,0.0645,-0.0505,NA,0,0,-0.0585,0.0387,-0.0228,-0.0116,-0.0035,0,-31.9787844621787
"2611",0,0.9654,0.9654,1.0132,8.9684,13.2261,13.2261,0.108,-0.0475,0.2459,0,0.1044,0,-0.0587,-0.0855,-0.0856,-0.0851,-0.092,-0.0828,0.0043,0.0043,0.0153,-1.2639,-1.2639,0.0341,0.0579,0.055,0,0,0,-0.0183,0,0,-0.0109,-0.0167,0.0086,0.0616,0.0146,0.0145,0.0816,0,0.0274,0.0351,0.6954,0,33.5616404289333
"522",0,NA,NA,NA,NA,NA,NA,-0.0484,NA,0.0097,32.1096,-1.007,-40.9124,0.1202,-1.6921,-1.4293,-1.6895,-1.3571,-1.3571,0,NA,0,-0.7218,-0.6044,NA,0.1081,0.5804,NA,0,0,NA,0,0,NA,5.89,12.4396,0,0,0,0.1968,-0.1537,1.7364,2.2063,-0.2845,0.6958,-30.7692307692308
"2884",12.6155,0.9009,0.9009,8.6268,23.6506,22.9724,25.7096,0.0469,0.0767,2.2904,0,0.0432,-0.1043,-0.0373,-0.0676,-0.0676,-0.0879,0,0,-0.0944,-0.0944,-0.2759,-0.1306,-0.2073,0.0865,0.1145,0.1427,0.0814,0.1377,0.0673,0.0578,0.1271,0.1518,0.0807,-0.0146,-0.0177,0.0872,-0.1593,-0.2701,0,0,0.0339,0.0211,0.1008,0,18.5385768034245
"2927",21.1951,1.9566,2.1833,6.3454,14.914,20.3296,22.0608,0.0616,0.0472,1.5916,0,0.1205,-0.4833,0.0586,0.0852,0.0852,0.0922,0.0922,0.0922,-0.0013,NA,0,-0.4085,-0.4282,0.0063,-5e-04,0.0034,-0.0289,-0.0169,-0.1656,-0.0207,0.0094,0.0074,0.0091,-0.0211,-0.0209,0.006,0,0,0,0,0.0547,0.0701,-0.0214,0,7.80362660413025
"1499",22.3157,2.8106,0,1.5008,10.8505,19.8803,25.6564,0.0543,0.0448,0.7055,10.211,0.1556,-0.8253,0.0773,0.3351,0.2712,0.5057,0.6303,0.6425,-0.0785,NA,-0.9344,-0.1084,-0.1368,0.0594,0.0362,0.0591,0.047,-0.0752,-0.0121,-8e-04,0.2001,0.4724,0.0308,0.0041,0.0056,0.0856,0.1487,0.3249,0.0229,0.1653,-0.0204,-0.0808,0.1997,0,-10.8980648928362
"3577",104.6824,0.8983,0.9438,1.1008,4.3456,5.204,95.0468,0.047,0.0096,0.2264,22.045,0.0414,-1.4744,0.0071,0.2909,-0.0611,0.447,0.4,0.4138,0.0187,0.0825,0,-0.0306,-0.8518,-0.0487,-0.0249,-0.0635,-0.0736,-0.0022,-0.1331,-0.0563,0,0.1392,-0.0054,0.019,0.043,0,0,0,0.2884,0.1925,0.1617,0.0533,-0.2672,0.0556,52.3867771481426
"3485",19.0624,2.8793,13.0751,2.7178,0,13.706,19.994,-0.1068,0.0516,0.5446,8.805,-0.3069,-0.5499,0.0655,-8.5491,-7.9868,-4.9216,-4.8125,-4.9355,0.0253,0,0,0.157,0.0276,0.1294,0.1287,0.0655,0.1365,0.0655,0.0513,0,0,0,0.0441,0.0517,-0.0216,0,0,0,-0.0409,-0.1951,-0.1896,-0.2478,-0.1177,0.1452,-32.5730561782157
"2680",21.8012,3.9978,0,2.5244,11.9671,20.1208,26.3671,0.0455,0.0459,1.1572,0,0.1824,-1.6903,0.0402,0.0701,-0.0241,-0.0082,-0.0235,-0.0093,-0.0038,NA,0.0715,-0.1497,-0.1982,0.0401,0.0213,0.0263,0.0162,0.0159,0.0212,-0.0223,-0.0471,0.2025,0.0214,-0.0285,-0.0785,0.0468,0.029,0.0489,0.0029,0,0.042,-0.1004,-0.0125,0,12.0952873193133
"1195",0,1.682,0,1.8717,3.6864,-19.1182,-13.385,-0.5171,-0.2191,3.1241,0,-0.8128,-0.1949,2.5143,0.5282,1.2126,0.1809,0.2687,0.2687,0.1653,0.1653,0,-0.0576,-0.0252,-0.0336,-0.1802,-0.298,0,0,0,0,0,0,-0.1618,-0.3848,-0.503,0,0,0,0.0403,0,-0.1746,-0.4544,-0.0935,0,-15.4088050078697
"1702",22.8625,8.1323,0,1.1193,14.1958,14.1775,25.981,0.0316,0.0443,1.4933,8.5806,0.2584,-1.1966,0.1254,-0.0404,-0.047,-0.0695,-0.0796,-0.0721,0.0103,0.0067,0.0588,0.2532,0.2507,NA,0.0182,0.0018,NA,0.0609,0.2773,NA,-0.0256,-0.0047,NA,0.1253,0.134,NA,0.0515,0.0874,-0.0547,-0.0493,0.1233,-0.2358,0.7729,0.0429,55.528511442353
"1473",35.1667,5.0437,5.0437,4.8251,10.7092,15.673,38.0867,0.0484,0.0287,0.5386,35.1473,0.2445,-4.8445,0.1195,0.1756,0.1755,0.1805,0.2173,0.2208,-0.0317,-0.0326,0.2905,0.0824,-0.0866,0.0854,0.1372,0.0992,0.1422,0.2092,0.1084,0.2578,0.2518,0.1944,0.0682,0.0718,0.0729,0.2033,0.2874,0.2556,0.1393,0.0904,0.0531,0.031,0.1917,0,-32.5410456985895
"835",0,8.0553,8.0553,17.0906,0,-24.936,-22.4843,-0.0399,-0.0373,0,0,-0.3159,-0.1304,-0.1764,-145.7931,-105.6858,-145.7931,-34,-34,2.9992,2.9992,0,-1.3115,-1.1205,NA,NA,-0.6849,NA,NA,0,NA,NA,0,NA,NA,1.5664,NA,NA,0,0.4646,0,0.3824,-0.6157,0,0.5067,-11.9670294351928
"753",0,NA,NA,NA,NA,NA,NA,-0.1704,-0.8299,0,0,-0.3413,-0.777,0,-0.1119,-0.364,-0.0887,0.413,0.413,NA,NA,0,-0.2355,-0.2332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0713,0,1.0357,NA,-1,0.2,24.1116751269036
"1613",0,2.1963,2.4131,3.8515,10.0827,14.5753,37.1576,0.0494,-0.0074,0.7596,0,0.1077,-5.012,0.0781,0.0722,0.0637,0.0533,0.0351,0.0479,0.0189,0.0096,0.0209,-0.0797,-1.3072,0.0659,0.0628,0.0382,0.0638,-0.0164,-0.0368,0.0365,0.0468,-0.0469,0.091,0.0778,0.0619,0.0853,0.0254,0.0214,0.1557,0,0.0864,0.0389,0.112,0,-26.6601513388414
"2061",0,1.9482,2.0341,14.5955,16.2341,39.3337,34.2442,0.0368,-0.1376,1.0597,0,0.0673,-5.6912,0.0516,0.3958,-0.0634,0.7715,0.6389,0.6389,0.1558,NA,0.4302,0.265,-3.9492,-0.006,-0.0371,0.0488,0.0106,0.0149,-0.076,0.0517,0.0717,-0.0468,0.083,0.1594,0.1996,0.0654,0.104,0.1954,-0.7634,0,0.2012,0.2968,0.0756,0,4.93481748347852
"2404",0,0.4167,0.4565,0.3106,2.6433,4.832,-16.7419,0.1867,-0.0566,8e-04,NA,0.0845,-4.2111,0.0017,-0.1413,-0.2015,-0.0681,-0.0693,-0.0693,0,0,0,-0.1146,-0.9281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-10.8333375718859
"3180",0,1.8769,1.8848,2.7814,9.5656,12.9699,-434.478,0.0484,-0.0033,0.8058,102.9106,0.0905,-2.7611,0.0711,0.1603,0.1668,0.2007,0.1667,0.1667,0.0303,0.0304,0.0078,0.0319,-4.2278,0.0341,0.0291,0.0133,0.0596,0.0896,0.0021,0.0488,0.0397,0.0955,0.0487,0.0528,0.0677,-0.0083,0.0173,0.0171,0.1916,0.0844,0.1161,0.0157,0.0501,0,-2.74758658168084
"3361",6.0224,1.1624,1.1624,0.3228,0,4.3586,4.4388,-0.04,0.166,0,0,-0.0443,-1.5285,-0.2046,-1.4434,-1.4871,-1.464,-1.5,-1.5,0,4.102,-0.1111,1.4034,1.3945,-0.1707,-0.2172,-0.0446,-0.1367,0,0.3012,0,0,0,-0.1382,-0.0877,0.0134,0,0,0,-0.4921,0,-0.0607,-0.0879,0,0,-24.0437158469945
"1759",76.4696,2.7181,3.0467,3.2517,13.1273,28.3913,71.4811,0.0413,0.0129,0.0194,2.2484,0.1118,-1.2643,0.0776,0.0952,0.0648,0.0686,0.0437,0.0486,0.0211,0.019,0,-0.276,-0.2141,-0.049,0.0211,0.0576,0.0558,0.0022,-0.0309,0.3774,0.1051,0.1784,0,0.1468,0.1563,0,0,0,0.0972,0.1342,0.1448,0.1408,0.0143,0,0.717291601705377
"631",0,2.3057,2.3057,0,0,-7.2295,-6.9873,-0.0976,-0.0759,0.0246,0,-0.1884,-0.0578,0,-0.5172,-0.5191,-0.5018,0.9144,0.9144,16.5864,16.5864,0,-0.4299,-0.4433,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,0,0,7.1673,1.1274,-0.2937,0.6204,-4.69831299629859
"3247",16.2711,3.1976,3.9017,4.0712,10.4028,12.134,13.934,0.0632,0.0617,0,19.1935,0.2034,-0.6821,0.0502,0.1205,0.0443,0.1626,0.1855,0.1893,-0.0187,-0.0228,0.2833,0.0124,6e-04,0.1795,0.202,0.2038,0.132,0.0404,0.2134,0.1609,0.3755,0.2259,0.1456,0.1366,0.1271,0.2328,0.1847,0.2388,0.1261,0.1198,0.0672,0.106,0,0.1027,-30.5860875656122
"567",0,6.8647,39.9351,1.8888,0,2016.6101,-60.2285,-0.0534,-0.0171,1.9849,4.3629,-0.3597,-0.1574,0.4625,0.6753,0.8046,0.6566,0.6667,0.6667,0.0344,0.0344,0,1.0052,0.8575,0.1132,0.0294,0.0962,-0.363,0,-0.7186,0,0,0,NA,-0.1409,-0.3021,0,0,0,0.301,0.0755,0.0405,-0.1084,-0.0159,-0.1884,-6.38002823457954
"2374",44.5924,NA,NA,NA,NA,NA,NA,0.0365,0.0833,0.6266,11.3704,0.047,-9.622,-0.1203,-0.4939,-0.6204,-0.622,-0.623,-0.6235,0.005,NA,0.1935,-0.1019,4.1412,0.0928,0.1353,0.0795,0.0667,0.1563,0.0901,-0.0817,-0.129,-0.3016,0.1205,0.1139,0.1007,0.1296,-0.0778,0.0567,-0.3295,-0.3123,-0.0394,-0.1033,0.2266,-0.0945,-6.95219278631258
"2976",0,1.248,1.248,2.737,9.4069,14.9598,17.7876,0.0699,-0.0045,0.3118,0,0.0871,-1.8717,0.0448,0.0717,0.0717,0.1097,0.1026,0.1034,0.0047,NA,0.1042,-0.2281,-1.0446,0.0053,0.0081,-0.0108,-6e-04,0.0984,-0.1497,-0.0145,0.0629,0.0472,0.0447,0.0453,0.0448,-0.0055,-0.079,0.0336,0,0,-0.0154,0.0717,-0.0037,0,-23.8447577941011
"1132",21.8211,4.3286,4.3286,1.0347,8.4942,11.6404,20.2528,0.0537,0.0464,0.0211,4.8833,0.2393,-13.0066,0.0299,-0.1216,-0.118,-0.1693,-0.1557,-0.1583,-0.0198,-0.0186,0.2353,0.2836,1.0846,-0.016,0.0298,0.1279,0.0383,0,0.0628,-0.0244,0,0.063,-0.0557,0.2162,0.0678,-0.035,0,0,0.1033,0.0607,-0.0625,-0.1464,0,0,-65.3847465957046
"744",0,3.6389,3.6389,0,0,-3.294,-3.1694,-0.2525,-0.2252,0.6919,0,-0.9133,-0.0431,-1,-0.2605,-0.409,-0.2388,0.6412,0.6412,2.4687,2.4687,0,-0.4583,-0.4926,NA,NA,-1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,0,0,-0.0792,-0.8393,10.321,0.3688,-34.4357981887795
"2352",0,9.5365,121.2414,10.1354,25.2436,22.5022,-135.9195,0.0169,-0.0087,1.7532,0,0.2083,-3.6773,0.5303,0.8339,0.6422,0.433,0.4366,0.4366,1e-04,1e-04,0.6524,0.4119,0.407,NA,NA,0.1888,NA,NA,0.3646,NA,NA,0.4283,NA,NA,0.3555,NA,0,0,0.0729,0,0.5019,0.1358,0.7093,0,-41.0572086905379
"1012",0,10.7187,13.6419,3.4501,14.2847,93.3651,-102.5987,0.0364,-0.0098,0.3885,14.9383,0.3923,-0.7707,0.1302,16.9377,5.8766,248.1687,136,134,0.0052,0.0012,0.2381,-0.791,-1.3148,0.126,0.1054,0.1178,-0.0293,-0.1556,-0.2792,0.1882,0.3901,0.1815,0.0845,0.1117,0.0611,0,0,0.2599,0.124,-0.0183,-0.0663,0.1706,0.5763,0,49.3214038329747
"2302",0,2.0549,2.3833,4.2594,6.1288,6.3764,-79.7256,0.0567,-0.014,0.3295,30.9696,0.117,-20.0448,0.097,-0.0416,-0.0617,-0.0676,-0.0725,-0.0726,0.0047,NA,0.1481,0.2228,0.4566,0.0926,0.181,0.1066,0.0802,0.1808,0.0719,0.05,0,-0.0079,0.1181,0.1615,0.1221,0,0.209,0.1773,0.1119,0.3446,0.2006,0.1137,0.6045,0,-15.9022095959037
"1003",38.5594,1.4163,1.7307,2.7094,13.6623,12.547,48.4098,0.037,0.0259,0.3755,43.9391,0.0502,-3.1422,0.1355,0.106,0.3333,0.1526,0.1544,0.1471,0.0013,NA,-0.3333,0.2103,0.1775,0.0549,0.041,0.0025,0.0109,0.0123,-0.0301,-0.0347,-0.0679,-0.1395,0.0485,0.0261,0.0058,0.0718,0,0,-0.3817,-0.0668,-0.0164,-0.0156,-0.0494,0,22.1854402197879
"663",9.7223,2.0496,2.0496,3.1357,10.6151,6.3008,6.6062,0.0345,0.0891,0,0,0.061,-0.0866,-0.2145,-0.523,-0.6753,-0.7288,-0.8276,-0.8227,0.5608,0.449,0,0.037,-0.0047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.062,0,0.8696,0.6647,0,1.9501,61.9210981442664
"3236",12.8093,3.8294,5.4856,3.2406,8.5189,8.6578,10.4155,0.0638,0.0784,0.2522,37.7699,0.2459,-0.6609,0.0399,0.0284,0.0372,0.0097,0.0192,0.0194,-0.0091,-0.0084,0.2022,0.1273,0.0993,0.1187,0.0988,0.0829,0.1121,0.1297,0.072,0.134,0.1031,-0.0082,0.0456,0.1959,0.1718,0.2093,0.1643,0.206,0.1177,0.3725,0.2103,0.1478,0.4516,0.0932,21.8784868969687
"2117",80.2298,1.591,1.591,12.3462,17.5514,16.3767,93.9478,0.0307,0.0124,0.2712,70.3246,0.0486,-2.0026,0.2506,-0.0512,0.2506,-0.3488,-0.358,-0.3563,0.0111,0.0109,0,-0.2624,-0.3258,-0.1314,-0.2384,-0.3711,0.0226,-0.0239,0.0301,-0.0786,0.204,-0.0751,0.0665,0.0654,0.0655,0,0,0,-0.3097,0,-0.1935,0.0591,0.1213,0,4.55679012331171
"2398",0,1.3191,1.3191,3.1171,5.6793,5.1222,-3.6228,0.0208,-0.4857,0.7756,42.8909,0.1055,-1253.9636,-0.5465,-11.9754,-18.1017,-37.7572,-32.1398,-32.7752,0.0204,0.1882,0,-0.3351,-2.5616,NA,NA,0.5687,NA,NA,0.6001,NA,NA,0.053,NA,NA,0.0079,NA,0,0,-0.3839,-0.4436,-0.3721,0.1056,0.652,0.2689,-78.4810110467603
"3250",62.7621,12.1003,0,9.2201,423.1717,42.8741,65.1242,-0.0064,0.0158,0.6168,0,-0.0764,-0.5005,0.311,-1.8987,-1.4993,0.1415,0.1875,0.1875,0.0579,0.0579,0,0.188,0.0344,0.2372,0.2512,0.2889,0.2306,0.2534,0.1846,0,0,0,0,0.2969,0.2754,0,0,0,0.5595,0,0.6555,0.2391,2.5952,0.4525,32.3430103047695
"2132",0,0.6923,0.8287,6.1244,11.6232,16.8363,-54.5775,-0.4557,-0.7018,2.8728,0,-0.2478,-19.7616,0.802,-1.989,-2.7155,-2.4902,-1.1951,-1.473,0.5912,0.5912,0,-0.0099,-0.1533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.2403,0,0.6349,0.4539,0.2933,0,-46.8369555141052
"758",14.6094,NA,NA,NA,NA,NA,NA,0.0733,0.0699,0.0176,6.6819,0.3549,-0.4797,0.1721,0.3053,0.3003,0.3538,0.3658,0.3681,-0.009,-0.0098,0,0.4383,0.4065,NA,0.1536,0.2072,NA,0.3343,0.6649,NA,0.599,0.7231,NA,0.2516,0.2154,0,0,0,0.2571,0.0731,0.1606,0.1561,-0.3754,0.1918,4.83651798581274
"2652",21.9422,10.4821,29.1757,5.6969,15.574,19.7833,21.2028,0.0389,0.046,0,0,0.4139,-0.4181,0.027,0.1156,0.1217,0.065,0.0993,0.1056,-0.0331,-0.0371,0.1212,-0.0177,-0.016,0.1534,0.1046,0.1111,0.1387,0.0723,0.1148,0.1532,0.1015,0.1023,0.1349,0.0255,0.0242,0.2394,0.1426,0.1396,0.2328,0,-0.0391,-0.0243,0,0,16.8579335063642
"873",0,1.4481,1.4481,0.0618,0,-0.0968,-0.0963,-0.6332,-0.3568,0.0073,0,-0.7704,-0.4984,-0.0926,0.1761,0.1659,0.1761,0.3318,0.3318,0.2326,0.2326,0,0.5182,0.5193,NA,-0.1949,0.3842,NA,0,0,NA,0,0,NA,-0.1392,-0.16,NA,0,0,-0.3443,0,0.0108,-0.2574,-0.9461,-0.1644,-47.84482457086
"2502",12.6765,2.9478,4.3232,3.7636,10.5463,-7.884,-7.8442,0.0769,0.0923,1.2804,0,0.2244,-0.0497,0.1318,0.3013,0.3139,0.353,0.3,0.303,0.0371,0.0383,0.6271,-0.5335,-0.5387,NA,0.1491,0.2159,NA,0.138,0.0554,NA,0,0,NA,-0.0016,0.057,NA,0.1636,0.4576,-0.1887,0,0.0613,0.0794,-0.1675,0,-7.61742680799151
"3778",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.15907679830825
"371",28.4074,NA,NA,NA,NA,NA,NA,0.0772,-0.1673,0.6617,6.3551,0.0417,-0.0041,0.1545,-0.0953,-0.1642,0.0591,0.0556,0.0556,0,0,0,-0.8198,-0.9046,NA,-0.0163,0.0154,NA,0,0,NA,-0.1835,-0.3049,NA,0.3651,0.0535,NA,0,0,0.1141,0.074,-0.0619,0.0528,-0.2181,0,-5.00000496705353
"655",27.8982,3.5469,3.5469,3.8797,20.8983,25.9221,26.629,0.0258,0.0354,0,8.9992,0.0867,-0.0034,-0.2504,-0.6016,-0.5992,-0.8304,-0.8235,-0.84,0.0051,0.0048,0.05,-0.6892,-0.6895,0.0665,-0.0437,0.0806,0,-0.1052,-0.2046,0,-0.1966,-0.2446,0.268,0.1427,0.1703,0,0,0.0164,0.2463,0.2131,-0.0994,-0.1111,0,0.1749,-62.8205125070104
"3140",0,1.652,2.4226,5.0784,9.3605,11.7178,-124.6112,0.078,-0.0142,1.3861,14.5005,0.1275,-5.697,0.1195,0.4427,0.1195,0.5372,0.427,0.483,0.0731,0.0044,0.0143,0.1915,0.6126,-0.0234,-0.0951,-0.1963,0.0278,0.0112,0.0456,0.0371,0.1969,-0.0072,0.064,0.0737,0.0196,0.0616,0.0156,0.0212,-0.2867,-0.4573,0.0507,0.0188,-0.1258,0,5.76391030845249
"662",0,1.9043,2.906,10.3626,0,-3.1317,-3.2207,-0.2057,-0.157,0.3791,0,-0.3531,0.0274,9.2853,0.0396,0.054,0.0368,0.0775,0.0775,0.0415,0.0415,0,0.1697,0.2065,-0.2685,-0.1028,0.9896,0,0,0,0,0,0,-0.1205,-0.1394,-0.1526,0,0,0,0.3101,0,0.7193,0.6028,3.9215,-0.0045,106.677023312968
"3556",26.3451,1.6073,1.7301,1.414,55.8084,19.4864,22.3135,0.0147,0.0386,0,10.2282,0.0246,-0.0599,-0.0465,-0.6987,-7.4203,0.346,0.3333,0.3333,-0.0126,0.0021,0,-0.2167,-0.2529,0.0146,-0.0621,-0.0792,-0.0703,-0.1592,0,-0.2142,0,0,-0.0512,-0.0094,0.0144,0,0,0,-0.0686,0.2676,-0.0056,0.0072,0,-0.0438,-7.9024431182117
"1575",12.2492,4.7754,0,2.1414,8.9721,12.5741,14.2013,0.0641,0.0816,0.8561,48.9662,0.3086,-0.6577,0.0431,0.0449,0.0463,0.0704,0.0842,0.0849,-0.0164,NA,0.15,0.0902,0.1267,0.0078,0.0512,0.0651,-0.0077,0.0737,0.0741,0.002,0.1569,0.1223,0,0.4161,0.2983,-0.0249,0.0283,0.0477,0.2908,0.3606,0.0757,0.196,-0.1348,0,-9.72456891769788
"1521",0,5.4829,5.4829,2.5951,12.4471,19.1445,-123.6428,0.041,-0.0074,0.1452,0,0.2248,-4.1553,0.1959,0.2587,0.2585,0.2744,0.2705,0.2727,0.0016,NA,0,0.3401,-1.3851,NA,NA,0.2158,NA,NA,0.1509,NA,NA,0.4325,NA,NA,0.2891,NA,0,0,-0.0241,0,0.3489,0.3021,0,0,-46.3227375797533
"3618",18.2788,2.8493,2.8493,3.4426,11.4941,12.029,13.7967,0.0404,0.0543,0,0,0.1141,-0.1195,-0.0247,-0.107,-0.1126,-0.1179,-0.1429,-0.1343,0.0307,0.0174,0,0.1302,0.2054,0.0284,0.1215,0.1111,0.1439,0,0.4719,0,0,1.0782,0.0205,0.2479,0.3752,0,0,0,0.0822,0,0.1738,0.1654,0,0.0563,-26.0068229703108
"161",23.0186,3.7327,7.0449,1.8573,9.5469,12.8494,23.1365,0.0607,0.0433,0,9.0792,0.0902,-0.1222,0.1274,1.4326,1.0614,1.9715,2,1.8333,-0.0054,0.035,0.8,-0.1093,0.9457,0.0639,0.0351,0.081,0.0785,0.0332,0.0435,0.0562,-0.2084,-0.258,0.0513,0.0796,0.0323,0,0.0672,0.1052,0.3273,0.0449,0.4749,-0.121,0,0,-15.5805277675242
"2615",0,0.9626,1.0652,6.0343,21.9021,-180.3338,-83.4214,0.0113,-0.0056,0.2184,0,0.0115,-0.0374,-0.1668,0.1346,-0.1974,0.3247,0.5714,0.5714,-0.1651,-0.1653,0.25,0.8923,0.866,NA,NA,-0.04,NA,NA,0,NA,NA,-0.3552,NA,NA,-0.0364,NA,NA,0,0,0,-0.0192,0.0601,0.7434,0,11.7463831589077
"2044",0,2.1164,2.1202,12.642,20.8134,25.5761,213.1214,0.0109,-0.0158,1.7596,0,0.023,-2.152,0.0026,-0.0155,-0.0619,-0.0152,-0.0252,-0.0291,0.0156,0.0096,0.0946,0.013,-3.4901,-0.0157,-0.025,-0.0275,-0.0029,0.028,0.0139,0.1014,0,2.001,NA,-0.0188,-0.0275,0,0.1516,0.1824,0.2176,0,0.0156,-0.0289,0.0551,0,10.5958756480417
"179",2.2745,NA,NA,NA,NA,NA,NA,0.0867,0.3834,0.6062,4.6111,0.0436,-1.8564,-0.1125,-0.0195,-0.2906,-0.2147,-0.2183,-0.2183,-0.1134,NA,-0.1136,-0.3525,-0.1947,0.1677,0.1533,0.1481,0.1082,-0.0852,0.1878,-0.0069,0.0974,-0.0414,0.2568,0.1723,0.1751,-0.1831,-0.0725,-0.2754,-0.0352,-0.0751,-0.0399,-0.059,0.036,0,-63.8119603543501
"1368",268.2497,2.2439,2.2439,0.5233,5.2847,5.9243,221.3737,0.0575,0.0037,0.0231,10.6791,0.1287,-1.532,0.0221,-0.0502,-0.0527,-0.2409,-0.3011,-0.2935,0.0844,0.0782,0,0.0495,-0.8613,NA,NA,0.0233,NA,NA,-0.0895,NA,NA,-0.1887,NA,NA,0.1772,NA,NA,0,0.44,-0.0071,0.1316,0.1078,-0.1793,0,-33.8323423637089
"649",0,0,0,0,0,-45.1626,-44.17,-4.0724,-0.022,0,0,0.2214,-0.1752,0,-4.8038,-4.6375,-4.8766,-2.6017,-2.6017,0.6321,0.6321,0,-5.0991,-5.148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,15.4898,-0.9042,-1,5.7105,-51.1688300830997
"682",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0566,NA,NA,-0.1522,0.0756,-0.8955,-1.2307,NA,NA,NA,NA,NA,0,-0.6907,-21.1056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0716,0.0249,2.2828,NA,0,NA,-0.856651151168216
